symbol,source_group,go_ids,go_names
TXNL4A,GO8,GO:0005681;GO:0005682;GO:0046540;GO:0071005;GO:0071011,precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U5 snRNP
TXNL4B,GO8,GO:0005681;GO:0005682;GO:0046540;GO:0071009;GO:0071016,spliceosomal complex;U12-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
U2AF1,GO8,GO:0005681;GO:0071013;GO:0089701,catalytic step 2 spliceosome;spliceosomal complex;U2AF complex
U2AF1L4,GO8,GO:0005681;GO:0089701,spliceosomal complex;U2AF complex
U2AF2,GO8,GO:0000243;GO:0005681;GO:0071004;GO:0089701,commitment complex;spliceosomal complex;U2-type prespliceosome;U2AF complex
U2SURP,GO8,GO:0005686,U2 snRNP
UACA,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
UBA1,GO8,GO:0006974,DNA damage response
UBA2,GO8,GO:0031510,SUMO activating enzyme complex
UBA6,GO8,GO:0006974,DNA damage response
UBA7,GO8,GO:0006974,DNA damage response
UBAP2L,GO8,GO:0031519,PcG protein complex
UBE2A,GO8,GO:0006281;GO:0006301;GO:0006974,DNA damage response;DNA damage tolerance;DNA repair
UBE2B,GO8,GO:0006281;GO:0006301;GO:0006974,DNA damage response;DNA damage tolerance;DNA repair
UBE2C,GO8,GO:0005680,anaphase-promoting complex
UBE2D3,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
UBE2E2,GO8,GO:0006974,DNA damage response
UBE2I,GO8,GO:0000795;GO:0005643,nuclear pore;synaptonemal complex
UBE2N,GO8,GO:0000724;GO:0000729;GO:0006281;GO:0006301;GO:0006974,DNA damage response;DNA damage tolerance;DNA double-strand break processing;DNA repair;double-strand break repair via homologous recombination
UBE2NL,GO8,GO:0006301,DNA damage tolerance
UBE2S,GO8,GO:0005680,anaphase-promoting complex
UBE2T,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
UBE2U,GO8,GO:0006281,DNA repair
UBE2V1,GO8,GO:0006301;GO:0042275,DNA damage tolerance;error-free postreplication DNA repair
UBE2V2,GO8,GO:0000729;GO:0006301;GO:0042275,DNA damage tolerance;DNA double-strand break processing;error-free postreplication DNA repair
UBE2W,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
UBQLN4,GO8,GO:0006281;GO:0006974;GO:0031595,DNA damage response;DNA repair;nuclear proteasome complex
UBR5,GO8,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
UCHL5,GO8,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
UFL1,GO8,GO:0000077;GO:0006281;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair
UGT1A1,GO8,GO:0006974,DNA damage response
UHRF1,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
UIMC1,GO8,GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0070531;GO:0140861,BRCA1-A complex;DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;mitotic G2 DNA damage checkpoint signaling
UNG,GO8,GO:0000012;GO:0006281;GO:0006284;GO:0006974;GO:0045008;GO:0097510,"base-excision repair;base-excision repair, AP site formation via deaminated base removal;depyrimidination;DNA damage response;DNA repair;single strand break repair"
UPF1,GO8,GO:0006281;GO:0035145;GO:0044530,DNA repair;exon-exon junction complex;supraspliceosomal complex
UPF2,GO8,GO:0035145,exon-exon junction complex
UPF3A,GO8,GO:0035145,exon-exon junction complex
UPF3B,GO8,GO:0035145,exon-exon junction complex
URI1,GO8,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
USP1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
USP10,GO8,GO:0006281;GO:0006974;GO:0019985;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;translesion synthesis"
USP16,GO8,GO:0006974,DNA damage response
USP22,GO8,GO:0033276,transcription factor TFTC complex
USP28,GO8,GO:0000077;GO:0006281;GO:0006974;GO:0042771,DNA damage checkpoint signaling;DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
USP3,GO8,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
USP39,GO8,GO:0005681;GO:0046540;GO:0071009;GO:0071011;GO:0071016,precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex
USP43,GO8,GO:0019985,translesion synthesis
USP44,GO8,GO:0006289,nucleotide-excision repair
USP45,GO8,GO:0006281;GO:0070911,DNA repair;global genome nucleotide-excision repair
USP47,GO8,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
USP51,GO8,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
USP7,GO8,GO:0006281;GO:0006283;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair;transcription-coupled nucleotide-excision repair
USP9X,GO8,GO:0006307,DNA alkylation repair
UTP14A,GO8,GO:0032040,small-subunit processome
UTP14C,GO8,GO:0032040,small-subunit processome
UTP15,GO8,GO:0032040;GO:0034455,small-subunit processome;t-UTP complex
UTP18,GO8,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
UTP20,GO8,GO:0032040,small-subunit processome
UTP23,GO8,GO:0032040,small-subunit processome
UTP3,GO8,GO:0032040,small-subunit processome
UTP6,GO8,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
UTY,GO8,GO:0044666,MLL3/4 complex
UVRAG,GO8,GO:0006281;GO:0006974;GO:0070418;GO:0097680,DNA damage response;DNA repair;DNA-dependent protein kinase complex;double-strand break repair via classical nonhomologous end joining
UVSSA,GO8,GO:0006281;GO:0006283;GO:0006974,DNA damage response;DNA repair;transcription-coupled nucleotide-excision repair
UXT,GO8,GO:0016592,mediator complex
VAV3,GO8,GO:0006974,DNA damage response
VCP,GO8,GO:0006281;GO:0006302;GO:0006974;GO:0019985;GO:0036297;GO:0106300,DNA damage response;DNA repair;double-strand break repair;interstrand cross-link repair;protein-DNA covalent cross-linking repair;translesion synthesis
VCPIP1,GO8,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
VDR,GO8,GO:0090575,RNA polymerase II transcription regulator complex
VPS4A,GO8,GO:0005643,nuclear pore
VPS4B,GO8,GO:0005643,nuclear pore
VPS72,GO8,GO:0000812,Swr1 complex
VRK1,GO8,GO:0006974,DNA damage response
VRK2,GO8,GO:0006974,DNA damage response
VRK3,GO8,GO:0006974,DNA damage response
WAC,GO8,GO:0005681;GO:0006974;GO:0031571,DNA damage response;mitotic G1 DNA damage checkpoint signaling;spliceosomal complex
WBP4,GO8,GO:0005681;GO:0071005;GO:0071011,precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome
WDHD1,GO8,GO:0006281;GO:0043596,DNA repair;nuclear replication fork
WDR12,GO8,GO:0070545,PeBoW complex
WDR18,GO8,GO:0005656,nuclear pre-replicative complex
WDR3,GO8,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
WDR33,GO8,GO:0005847;GO:0006301,DNA damage tolerance;mRNA cleavage and polyadenylation specificity factor complex
WDR36,GO8,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
WDR4,GO8,GO:0006974,DNA damage response
WDR43,GO8,GO:0032040;GO:0034455,small-subunit processome;t-UTP complex
WDR46,GO8,GO:0032040,small-subunit processome
WDR48,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
WDR5,GO8,GO:0035097;GO:0044665;GO:0044666;GO:0048188;GO:0071339,histone methyltransferase complex;MLL1 complex;MLL1/2 complex;MLL3/4 complex;Set1C/COMPASS complex
WDR5B,GO8,GO:0048188,Set1C/COMPASS complex
WDR6,GO8,GO:0008180,COP9 signalosome
WDR70,GO8,GO:0005681;GO:0071006,spliceosomal complex;U2-type catalytic step 1 spliceosome
WDR74,GO8,GO:0000176,nuclear exosome (RNase complex)
WDR75,GO8,GO:0032040;GO:0034455,small-subunit processome;t-UTP complex
WDR76,GO8,GO:0006974,DNA damage response
WDR82,GO8,GO:0035097;GO:0048188,histone methyltransferase complex;Set1C/COMPASS complex
WDR83,GO8,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
WNK1,GO8,GO:0006974,DNA damage response
WNK2,GO8,GO:0006974,DNA damage response
WNK3,GO8,GO:0006974,DNA damage response
WNT1,GO8,GO:0042770,signal transduction in response to DNA damage
WRAP53,GO8,GO:0005697;GO:0006281;GO:0006974,DNA damage response;DNA repair;telomerase holoenzyme complex
WRN,GO8,GO:0000724;GO:0000731;GO:0006281;GO:0006284;GO:0006298;GO:0006302;GO:0006974,base-excision repair;DNA damage response;DNA repair;DNA synthesis involved in DNA repair;double-strand break repair;double-strand break repair via homologous recombination;mismatch repair
WRNIP1,GO8,GO:0000731;GO:0006281;GO:0006974,DNA damage response;DNA repair;DNA synthesis involved in DNA repair
WWOX,GO8,GO:0090575,RNA polymerase II transcription regulator complex
XAB2,GO8,GO:0005681;GO:0006281;GO:0006283;GO:0006974;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;DNA damage response;DNA repair;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;transcription-coupled nucleotide-excision repair;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
XBP1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
XIAP,GO8,GO:0006974,DNA damage response
XPA,GO8,GO:0000110;GO:0000715;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006974;GO:0008630;GO:0070914;GO:1901255,"base-excision repair;DNA damage response;DNA repair;DNA replication factor A complex;intrinsic apoptotic signaling pathway in response to DNA damage;nucleotide-excision repair;nucleotide-excision repair factor 1 complex;nucleotide-excision repair involved in interstrand cross-link repair;nucleotide-excision repair, DNA damage recognition;UV-damage excision repair"
XPC,GO8,GO:0000109;GO:0000111;GO:0000720;GO:0006281;GO:0006289;GO:0006298;GO:0006974;GO:0031573;GO:0070914;GO:0071942,DNA damage response;DNA repair;mismatch repair;mitotic intra-S DNA damage checkpoint signaling;nucleotide-excision repair;nucleotide-excision repair complex;nucleotide-excision repair factor 2 complex;pyrimidine dimer repair by nucleotide-excision repair;UV-damage excision repair;XPC complex
XPO4,GO8,GO:0005643,nuclear pore
XPO7,GO8,GO:0005643,nuclear pore
XPOT,GO8,GO:0005643,nuclear pore
XRCC1,GO8,GO:0000012;GO:0006281;GO:0006284;GO:0006302;GO:0006303;GO:0006974;GO:0070421;GO:0070522,base-excision repair;DNA damage response;DNA ligase III-XRCC1 complex;DNA repair;double-strand break repair;double-strand break repair via nonhomologous end joining;ERCC4-ERCC1 complex;single strand break repair
XRCC2,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0033063,DNA damage response;DNA repair;double-strand break repair via homologous recombination;Rad51B-Rad51C-Rad51D-XRCC2 complex
XRCC3,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0033065;GO:0036297;GO:0043596;GO:0045003,DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via synthesis-dependent strand annealing;interstrand cross-link repair;nuclear replication fork;Rad51C-XRCC3 complex
XRCC4,GO8,GO:0005958;GO:0006281;GO:0006284;GO:0006302;GO:0006303;GO:0006974;GO:0032807,base-excision repair;DNA damage response;DNA ligase IV complex;DNA repair;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair;double-strand break repair via nonhomologous end joining
XRCC5,GO8,GO:0000725;GO:0000783;GO:0005958;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0032040;GO:0043564;GO:0070418,DNA damage response;DNA repair;DNA-dependent protein kinase complex;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair;double-strand break repair via nonhomologous end joining;Ku70:Ku80 complex;nuclear telomere cap complex;recombinational repair;small-subunit processome
XRCC6,GO8,GO:0000725;GO:0000783;GO:0005958;GO:0006281;GO:0006303;GO:0006974;GO:0043564;GO:0070418;GO:0097680,DNA damage response;DNA repair;DNA-dependent protein kinase complex;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair via classical nonhomologous end joining;double-strand break repair via nonhomologous end joining;Ku70:Ku80 complex;nuclear telomere cap complex;recombinational repair
YAF2,GO8,GO:0035102,PRC1 complex
YAP1,GO8,GO:0006974;GO:0140552,DNA damage response;TEAD-YAP complex
YBX1,GO8,GO:0005689;GO:0071204,histone pre-mRNA 3'end processing complex;U12-type spliceosomal complex
YY1,GO8,GO:0000724;GO:0005677;GO:0006281;GO:0006974;GO:0031011;GO:0031519,chromatin silencing complex;DNA damage response;DNA repair;double-strand break repair via homologous recombination;Ino80 complex;PcG protein complex
YY1AP1,GO8,GO:0031011,Ino80 complex
YY2,GO8,GO:0031519,PcG protein complex
ZBTB1,GO8,GO:0006281;GO:0006974;GO:0019985,DNA damage response;DNA repair;translesion synthesis
ZBTB38,GO8,GO:0006974,DNA damage response
ZBTB4,GO8,GO:0006974,DNA damage response
ZBTB40,GO8,GO:0006974,DNA damage response
ZBTB7A,GO8,GO:0070418;GO:0097680,DNA-dependent protein kinase complex;double-strand break repair via classical nonhomologous end joining
ZC3H11A,GO8,GO:0000346,transcription export complex
ZC3H12A,GO8,GO:0006974,DNA damage response
ZC3H3,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
ZC3H8,GO8,GO:0008023,transcription elongation factor complex
ZC3HC1,GO8,GO:0044615,nuclear pore nuclear basket
ZCCHC7,GO8,GO:0031499,TRAMP complex
ZCCHC8,GO8,GO:0005681;GO:0031499;GO:0062141;GO:0071013,catalytic step 2 spliceosome;nuclear exosome targeting complex;spliceosomal complex;TRAMP complex
ZCRB1,GO8,GO:0005681;GO:0005689;GO:0034693,spliceosomal complex;U11/U12 snRNP;U12-type spliceosomal complex
ZDHHC16,GO8,GO:0006974,DNA damage response
ZFC3H1,GO8,GO:1990477,MTREC complex
ZFP42,GO8,GO:0031519,PcG protein complex
ZFYVE26,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
ZMAT2,GO8,GO:0005681;GO:0046540;GO:0071005,spliceosomal complex;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex
ZMAT3,GO8,GO:0006974,DNA damage response
ZMAT5,GO8,GO:0005681;GO:0005689;GO:0034693;GO:0071016,spliceosomal complex;U11/U12 snRNP;U12-type precatalytic spliceosome;U12-type spliceosomal complex
ZMIZ2,GO8,GO:0043596,nuclear replication fork
ZMPSTE24,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
ZMYND8,GO8,GO:0000724,double-strand break repair via homologous recombination
ZNF217,GO8,GO:0000118,histone deacetylase complex
ZNF335,GO8,GO:0035097,histone methyltransferase complex
ZNF385A,GO8,GO:0006974,DNA damage response
ZNF432,GO8,GO:0006974,DNA damage response
ZNF541,GO8,GO:0000118,histone deacetylase complex
ZNF668,GO8,GO:0006281,DNA repair
ZNF830,GO8,GO:0005681;GO:0044773,mitotic DNA damage checkpoint signaling;spliceosomal complex
ZNFX1,GO8,GO:0031380,nuclear RNA-directed RNA polymerase complex
ZNHIT1,GO8,GO:0000812,Swr1 complex
ZRANB3,GO8,GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA repair;nuclear replication fork
ZRSR2,GO8,GO:0005681;GO:0005689;GO:0034693;GO:0089701,spliceosomal complex;U11/U12 snRNP;U12-type spliceosomal complex;U2AF complex
ZSWIM7,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
DNMT3A,GO9_unique,GO:0005654;GO:0016363,nuclear matrix;nucleoplasm
PSME3,GO9_unique,GO:0005654,nucleoplasm
PPIG,GO9_unique,GO:0005654;GO:0016363;GO:0016607,nuclear matrix;nuclear speck;nucleoplasm
ANKRD23,GO9_unique,GO:0005654,nucleoplasm
RCC2,GO9_unique,GO:0005730,nucleolus
CDKN2A,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
TRIM22,GO9_unique,GO:0005654;GO:0015030;GO:0016604;GO:0016607,Cajal body;nuclear body;nuclear speck;nucleoplasm
LLPH,GO9_unique,GO:0005730,nucleolus
PDCL3,GO9_unique,GO:0005654;GO:0097356,nucleoplasm;perinucleolar compartment
RPS6KB2,GO9_unique,GO:0005654,nucleoplasm
EDC4,GO9_unique,GO:0005654,nucleoplasm
PPP1R10,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
IKZF5,GO9_unique,GO:0005654,nucleoplasm
TADA2B,GO9_unique,GO:0005654,nucleoplasm
SQSTM1,GO9_unique,GO:0005654;GO:0016605,nucleoplasm;PML body
FOXL2,GO9_unique,GO:0005654,nucleoplasm
TCP11L2,GO9_unique,GO:0016607,nuclear speck
UBE2L6,GO9_unique,GO:0005654,nucleoplasm
GEMIN7,GO9_unique,GO:0005654;GO:0016604;GO:0097504,Gemini of Cajal bodies;nuclear body;nucleoplasm
ZNF638,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
NR2F2,GO9_unique,GO:0005654,nucleoplasm
SPATS2L,GO9_unique,GO:0005730,nucleolus
ARFGAP1,GO9_unique,GO:0031965,nuclear membrane
TMEM38A,GO9_unique,GO:0031965,nuclear membrane
PTGER3,GO9_unique,GO:0005635,nuclear envelope
ATXN1,GO9_unique,GO:0005654;GO:0005730;GO:0016363,nuclear matrix;nucleolus;nucleoplasm
CENPK,GO9_unique,GO:0005654,nucleoplasm
ZNF318,GO9_unique,GO:0005654,nucleoplasm
OXR1,GO9_unique,GO:0005730,nucleolus
SRSF7,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
FLI1,GO9_unique,GO:0005654;GO:0016604,nuclear body;nucleoplasm
CDK14,GO9_unique,GO:0005654,nucleoplasm
SELENBP1,GO9_unique,GO:0005730,nucleolus
ADAMTS4,GO9_unique,GO:0016607,nuclear speck
EAPP,GO9_unique,GO:0005654;GO:0016607,nuclear speck;nucleoplasm
SETD3,GO9_unique,GO:0005654,nucleoplasm
ZNF146,GO9_unique,GO:0005730;GO:0031981,nuclear lumen;nucleolus
OAS2,GO9_unique,GO:0005654,nucleoplasm
ZNF629,GO9_unique,GO:0005654,nucleoplasm
HOXB6,GO9_unique,GO:0005654,nucleoplasm
HOXA3,GO9_unique,GO:0005654,nucleoplasm
SNAPC3,GO9_unique,GO:0005654,nucleoplasm
RRP36,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
IWS1,GO9_unique,GO:0005654,nucleoplasm
ZNF630,GO9_unique,GO:0031981,nuclear lumen
TSPYL2,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
PKP1,GO9_unique,GO:0097165,nuclear stress granule
KANSL2,GO9_unique,GO:0005654,nucleoplasm
PIP4K2B,GO9_unique,GO:0005654,nucleoplasm
ZC3H6,GO9_unique,GO:0005654,nucleoplasm
ZRANB1,GO9_unique,GO:0005654,nucleoplasm
FBXL17,GO9_unique,GO:0005654,nucleoplasm
NLRP6,GO9_unique,GO:0031965,nuclear membrane
HOXB4,GO9_unique,GO:0005654,nucleoplasm
SOX13,GO9_unique,GO:0005654,nucleoplasm
RPS21,GO9_unique,GO:0005654,nucleoplasm
SLC29A2,GO9_unique,GO:0005730,nucleolus
RRAGC,GO9_unique,GO:0005654,nucleoplasm
