symbol,source_group,go_ids,go_names
SNRPB2,GO8,GO:0005681;GO:0005684;GO:0005685;GO:0005686;GO:0071005;GO:0071006;GO:0071007;GO:0071011;GO:0071013;GO:0071014;GO:0071020;GO:0097525,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;spliceosomal complex;spliceosomal snRNP complex;U1 snRNP;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
SNRPC,GO8,GO:0000243;GO:0005681;GO:0005685;GO:0071004;GO:0071011,commitment complex;precatalytic spliceosome;spliceosomal complex;U1 snRNP;U2-type prespliceosome
SNRPD1,GO8,GO:0000243;GO:0005681;GO:0005682;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020;GO:0097526,catalytic step 2 spliceosome;commitment complex;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;spliceosomal tri-snRNP complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
SNRPD2,GO8,GO:0005681;GO:0005682;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020;GO:0097525,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;spliceosomal snRNP complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
SNRPD3,GO8,GO:0000243;GO:0005681;GO:0005682;GO:0005683;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0005697;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020;GO:0097526,catalytic step 2 spliceosome;commitment complex;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;spliceosomal tri-snRNP complex;telomerase holoenzyme complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP;U7 snRNP
SNRPE,GO8,GO:0005681;GO:0005682;GO:0005683;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0005697;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;telomerase holoenzyme complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP;U7 snRNP
SNRPF,GO8,GO:0005681;GO:0005682;GO:0005683;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP;U7 snRNP
SNRPG,GO8,GO:0005681;GO:0005682;GO:0005683;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005689;GO:0005690;GO:0030532;GO:0034693;GO:0046540;GO:0071001;GO:0071002;GO:0071004;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020;GO:0097526,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;spliceosomal tri-snRNP complex;U1 snRNP;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP;U7 snRNP
SNRPN,GO8,GO:0005681;GO:0005682;GO:0005685;GO:0005686;GO:0005687;GO:0030532;GO:0046540;GO:0071004;GO:0071013,catalytic step 2 spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;U1 snRNP;U2 snRNP;U2-type prespliceosome;U4 snRNP;U4/U6 x U5 tri-snRNP complex;U5 snRNP
SNUPN,GO8,GO:0005643,nuclear pore
SNW1,GO8,GO:0005681;GO:0008024;GO:0042771;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071018;GO:0071020,catalytic step 2 spliceosome;cyclin/CDK positive transcription elongation factor complex;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
SOD2,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
SP100,GO8,GO:0030330;GO:0030870;GO:0046826,"DNA damage response, signal transduction by p53 class mediator;Mre11 complex;negative regulation of protein export from nucleus"
SPAG4,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
SPATA22,GO8,GO:0000711,meiotic DNA repair synthesis
SPDYA,GO8,GO:0006974,DNA damage response
SPIDR,GO8,GO:0000228;GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;nuclear chromosome
SPO11,GO8,GO:0000228;GO:0000706;GO:1990918,double-strand break repair involved in meiotic recombination;meiotic DNA double-strand break processing;nuclear chromosome
SPRTN,GO8,GO:0006281;GO:0006974;GO:0019985;GO:0036297;GO:0106300,DNA damage response;DNA repair;interstrand cross-link repair;protein-DNA covalent cross-linking repair;translesion synthesis
SRCAP,GO8,GO:0000812,Swr1 complex
SREK1,GO8,GO:0005681,spliceosomal complex
SRRM1,GO8,GO:0005681;GO:0071006;GO:0071013;GO:0071018,catalytic step 2 spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome
SRRM2,GO8,GO:0005681;GO:0071005;GO:0071006;GO:0071007;GO:0071013;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
SRSF1,GO8,GO:0005681;GO:0035145;GO:0071013,catalytic step 2 spliceosome;exon-exon junction complex;spliceosomal complex
SS18,GO8,GO:0016514;GO:0071564;GO:0140288,GBAF complex;npBAF complex;SWI/SNF complex
SS18L1,GO8,GO:0071565,nBAF complex
SSRP1,GO8,GO:0006281;GO:0006974;GO:0035101,DNA damage response;DNA repair;FACT complex
SSU72,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
STAG3,GO8,GO:0000795,synaptonemal complex
STAT1,GO8,GO:0070721;GO:0090575,ISGF3 complex;RNA polymerase II transcription regulator complex
STAT2,GO8,GO:0070721;GO:0090575,ISGF3 complex;RNA polymerase II transcription regulator complex
STAT3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
STAT4,GO8,GO:0090575,RNA polymerase II transcription regulator complex
STAT5A,GO8,GO:0090575,RNA polymerase II transcription regulator complex
STAT5B,GO8,GO:0090575,RNA polymerase II transcription regulator complex
STAT6,GO8,GO:0090575,RNA polymerase II transcription regulator complex
STK11,GO8,GO:0006974,DNA damage response
STK33,GO8,GO:0044773,mitotic DNA damage checkpoint signaling
STK38,GO8,GO:0000077;GO:0006974,DNA damage checkpoint signaling;DNA damage response
STUB1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
STXBP4,GO8,GO:0006974,DNA damage response
SUDS3,GO8,GO:0070822,Sin3-type complex
SUGP1,GO8,GO:0005681,spliceosomal complex
SUMO1,GO8,GO:0005643;GO:0006281,DNA repair;nuclear pore
SUN1,GO8,GO:0034993;GO:0090292,meiotic nuclear membrane microtubule tethering complex;nuclear matrix anchoring at nuclear membrane
SUN2,GO8,GO:0000794;GO:0034993;GO:0090292,condensed nuclear chromosome;meiotic nuclear membrane microtubule tethering complex;nuclear matrix anchoring at nuclear membrane
SUN3,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
SUN5,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
SUPT16H,GO8,GO:0006281;GO:0006974;GO:0008023;GO:0035101,DNA damage response;DNA repair;FACT complex;transcription elongation factor complex
SUPT3H,GO8,GO:0033276,transcription factor TFTC complex
SUPT4H1,GO8,GO:0032044,DSIF complex
SUPT5H,GO8,GO:0032044,DSIF complex
SUPT6H,GO8,GO:0008023,transcription elongation factor complex
SUPT7L,GO8,GO:0051457,maintenance of protein location in nucleus
SUV39H1,GO8,GO:0000794;GO:0005677;GO:0006974;GO:0061773,chromatin silencing complex;condensed nuclear chromosome;DNA damage response;eNoSc complex
SUZ12,GO8,GO:0005677;GO:0016586;GO:0031519;GO:0035098,chromatin silencing complex;ESC/E(Z) complex;PcG protein complex;RSC-type complex
SWI5,GO8,GO:0000228;GO:0000707;GO:0000724;GO:0006281;GO:0006974;GO:0032798,DNA damage response;DNA repair;double-strand break repair via homologous recombination;meiotic DNA recombinase assembly;nuclear chromosome;Swi5-Sfr1 complex
SWSAP1,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
SYCE1,GO8,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
SYCE1L,GO8,GO:0000795,synaptonemal complex
SYCE2,GO8,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
SYCE3,GO8,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
SYCP1,GO8,GO:0000711;GO:0000794;GO:0000795;GO:0000801;GO:0000802,central element;condensed nuclear chromosome;meiotic DNA repair synthesis;synaptonemal complex;transverse filament
SYCP2,GO8,GO:0000794;GO:0000795;GO:0000800,condensed nuclear chromosome;lateral element;synaptonemal complex
SYCP2L,GO8,GO:0000800,lateral element
SYCP3,GO8,GO:0000794;GO:0000795;GO:0000800,condensed nuclear chromosome;lateral element;synaptonemal complex
SYF2,GO8,GO:0005681;GO:0007095;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;mitotic G2 DNA damage checkpoint signaling;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
SYMPK,GO8,GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex
SYN1,GO8,GO:0000795,synaptonemal complex
SYNCRIP,GO8,GO:0005681;GO:0071013;GO:0071204,catalytic step 2 spliceosome;histone pre-mRNA 3'end processing complex;spliceosomal complex
SYNE1,GO8,GO:0034993;GO:0090292,meiotic nuclear membrane microtubule tethering complex;nuclear matrix anchoring at nuclear membrane
SYNE2,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
SYNE3,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
SYNE4,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
TADA3,GO8,GO:0033276,transcription factor TFTC complex
TAF1,GO8,GO:0005669;GO:0006974;GO:0071339,DNA damage response;MLL1 complex;transcription factor TFIID complex
TAF10,GO8,GO:0005669;GO:0033276,transcription factor TFIID complex;transcription factor TFTC complex
TAF11,GO8,GO:0005669,transcription factor TFIID complex
TAF12,GO8,GO:0005669;GO:0033276,transcription factor TFIID complex;transcription factor TFTC complex
TAF13,GO8,GO:0005669,transcription factor TFIID complex
TAF1A,GO8,GO:0000120;GO:0005668,RNA polymerase I transcription regulator complex;RNA polymerase transcription factor SL1 complex
TAF1B,GO8,GO:0000120;GO:0005668;GO:0070860,RNA polymerase I core factor complex;RNA polymerase I transcription regulator complex;RNA polymerase transcription factor SL1 complex
TAF1C,GO8,GO:0005668,RNA polymerase transcription factor SL1 complex
TAF1D,GO8,GO:0005668,RNA polymerase transcription factor SL1 complex
TAF1L,GO8,GO:0005669,transcription factor TFIID complex
TAF2,GO8,GO:0005669;GO:0033276,transcription factor TFIID complex;transcription factor TFTC complex
TAF3,GO8,GO:0005669;GO:0051457,maintenance of protein location in nucleus;transcription factor TFIID complex
TAF4,GO8,GO:0005669;GO:0033276;GO:0071339,MLL1 complex;transcription factor TFIID complex;transcription factor TFTC complex
TAF4B,GO8,GO:0005669,transcription factor TFIID complex
TAF5,GO8,GO:0005669;GO:0033276,transcription factor TFIID complex;transcription factor TFTC complex
TAF5L,GO8,GO:0033276,transcription factor TFTC complex
TAF6,GO8,GO:0005669;GO:0033276;GO:0071339,MLL1 complex;transcription factor TFIID complex;transcription factor TFTC complex
TAF6L,GO8,GO:0000118;GO:0005669,histone deacetylase complex;transcription factor TFIID complex
TAF7,GO8,GO:0005669;GO:0033276;GO:0071339,MLL1 complex;transcription factor TFIID complex;transcription factor TFTC complex
TAF7L,GO8,GO:0005669,transcription factor TFIID complex
TAF8,GO8,GO:0005669;GO:0051457,maintenance of protein location in nucleus;transcription factor TFIID complex
TAF9,GO8,GO:0005669;GO:0006974;GO:0033276;GO:0071339,DNA damage response;MLL1 complex;transcription factor TFIID complex;transcription factor TFTC complex
TAF9B,GO8,GO:0005669;GO:0033276,transcription factor TFIID complex;transcription factor TFTC complex
TANK,GO8,GO:0006974,DNA damage response
TAOK1,GO8,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
TAOK2,GO8,GO:0006974;GO:0007095,DNA damage response;mitotic G2 DNA damage checkpoint signaling
TAOK3,GO8,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
TARDBP,GO8,GO:0005726,perichromatin fibrils
TBL1X,GO8,GO:0000118,histone deacetylase complex
TBL1XR1,GO8,GO:0000118,histone deacetylase complex
TBL1Y,GO8,GO:0000118,histone deacetylase complex
TBL3,GO8,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
TBP,GO8,GO:0005668;GO:0005669;GO:0005672;GO:0090575,RNA polymerase II transcription regulator complex;RNA polymerase transcription factor SL1 complex;transcription factor TFIIA complex;transcription factor TFIID complex
TBPL1,GO8,GO:0005672,transcription factor TFIIA complex
TBX15,GO8,GO:0090571,RNA polymerase II transcription repressor complex
TBX18,GO8,GO:0090571,RNA polymerase II transcription repressor complex
TCEA1,GO8,GO:0005669,transcription factor TFIID complex
TCEA2,GO8,GO:0008023,transcription elongation factor complex
TCF12,GO8,GO:0090575,RNA polymerase II transcription regulator complex
TCF15,GO8,GO:0090575,RNA polymerase II transcription regulator complex
TCF3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
TCF4,GO8,GO:0070369;GO:1990907,beta-catenin-TCF complex;beta-catenin-TCF7L2 complex
TCF7,GO8,GO:1990907,beta-catenin-TCF complex
TCF7L1,GO8,GO:1990907,beta-catenin-TCF complex
TCF7L2,GO8,GO:0070369;GO:0071664;GO:1990907,beta-catenin-TCF complex;beta-catenin-TCF7L2 complex;catenin-TCF7L2 complex
TDG,GO8,GO:0006281;GO:0006284;GO:0006285;GO:0006974;GO:0045008,"base-excision repair;base-excision repair, AP site formation;depyrimidination;DNA damage response;DNA repair"
TDP1,GO8,GO:0000012;GO:0006281;GO:0006302;GO:0006974;GO:0070421,DNA damage response;DNA ligase III-XRCC1 complex;DNA repair;double-strand break repair;single strand break repair
TDP2,GO8,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair
TDRD3,GO8,GO:0035145,exon-exon junction complex
TEAD1,GO8,GO:0140552,TEAD-YAP complex
TEAD2,GO8,GO:0140552,TEAD-YAP complex
TEN1,GO8,GO:1990879,CST complex
TEP1,GO8,GO:0005697,telomerase holoenzyme complex
TERF1,GO8,GO:0000783;GO:0070187,nuclear telomere cap complex;shelterin complex
TERF2,GO8,GO:0000783;GO:0031848;GO:0070187,nuclear telomere cap complex;protection from non-homologous end joining at telomere;shelterin complex
TERF2IP,GO8,GO:0000228;GO:0000783;GO:0031848;GO:0070187,nuclear chromosome;nuclear telomere cap complex;protection from non-homologous end joining at telomere;shelterin complex
TERT,GO8,GO:0000333;GO:0000783;GO:0005697,nuclear telomere cap complex;telomerase catalytic core complex;telomerase holoenzyme complex
TESPA1,GO8,GO:0008180,COP9 signalosome
TET1,GO8,GO:0070822,Sin3-type complex
TEX10,GO8,GO:0071339,MLL1 complex
TEX11,GO8,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
TEX12,GO8,GO:0000711;GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;meiotic DNA repair synthesis;synaptonemal complex
TEX15,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
TEX264,GO8,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
TFAP4,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
TFDP1,GO8,GO:0035102;GO:0035189;GO:0070176;GO:0090571;GO:0090575,DRM complex;PRC1 complex;Rb-E2F complex;RNA polymerase II transcription regulator complex;RNA polymerase II transcription repressor complex
TFDP2,GO8,GO:0070176;GO:0090575,DRM complex;RNA polymerase II transcription regulator complex
TFDP3,GO8,GO:0006974,DNA damage response
TFIP11,GO8,GO:0005681;GO:0031848;GO:0071008;GO:0071013,catalytic step 2 spliceosome;protection from non-homologous end joining at telomere;spliceosomal complex;U2-type post-mRNA release spliceosomal complex
TFPT,GO8,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
TGS1,GO8,GO:0030532,small nuclear ribonucleoprotein complex
THEMIS,GO8,GO:0008180,COP9 signalosome
THOC1,GO8,GO:0000346;GO:0000347;GO:0000445,THO complex;THO complex part of transcription export complex;transcription export complex
THOC2,GO8,GO:0000346;GO:0000347;GO:0000445,THO complex;THO complex part of transcription export complex;transcription export complex
THOC3,GO8,GO:0000346;GO:0000445,THO complex part of transcription export complex;transcription export complex
THOC5,GO8,GO:0000346;GO:0000347;GO:0000445,THO complex;THO complex part of transcription export complex;transcription export complex
THOC6,GO8,GO:0000346;GO:0000347;GO:0000445,THO complex;THO complex part of transcription export complex;transcription export complex
THOC7,GO8,GO:0000346;GO:0000347;GO:0000445,THO complex;THO complex part of transcription export complex;transcription export complex
THRA,GO8,GO:0090575,RNA polymerase II transcription regulator complex
THRAP3,GO8,GO:0016592;GO:0035145,exon-exon junction complex;mediator complex
THRB,GO8,GO:0090575,RNA polymerase II transcription regulator complex
TICRR,GO8,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
TIMELESS,GO8,GO:0006281;GO:0006974;GO:0031298;GO:0031573;GO:0043596,DNA damage response;DNA repair;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork;replication fork protection complex
TINF2,GO8,GO:0000783;GO:0070187,nuclear telomere cap complex;shelterin complex
TIPIN,GO8,GO:0000077;GO:0006974;GO:0031298;GO:0031573;GO:0043596,DNA damage checkpoint signaling;DNA damage response;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork;replication fork protection complex
TIPRL,GO8,GO:0000077,DNA damage checkpoint signaling
TLE1,GO8,GO:1990907,beta-catenin-TCF complex
TLE3,GO8,GO:1990907,beta-catenin-TCF complex
TLE4,GO8,GO:1990907,beta-catenin-TCF complex
TLK1,GO8,GO:0006974,DNA damage response
TLK2,GO8,GO:0006974,DNA damage response
TMEM109,GO8,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
TMOD1,GO8,GO:0008180,COP9 signalosome
TNF,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
TNFRSF1A,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
TNFRSF1B,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
TNKS,GO8,GO:0005643,nuclear pore
TNKS1BP1,GO8,GO:0006302,double-strand break repair
TNP1,GO8,GO:0000012,single strand break repair
TONSL,GO8,GO:0000724;GO:0005662;GO:0006281;GO:0006974;GO:0035101;GO:0043596,DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;FACT complex;nuclear replication fork
TOP1,GO8,GO:0000228,nuclear chromosome
TOP2A,GO8,GO:0000228;GO:0006974,DNA damage response;nuclear chromosome
TOP3A,GO8,GO:0000724;GO:0006281,DNA repair;double-strand break repair via homologous recombination
TOP3B,GO8,GO:0006281,DNA repair
TOPBP1,GO8,GO:0000077;GO:0000724;GO:0000794;GO:0006281;GO:0006974;GO:0007095;GO:0070532;GO:0097680;GO:0097681;GO:0141112,BRCA1-B complex;broken chromosome clustering;condensed nuclear chromosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via classical nonhomologous end joining;double-strand break repair via homologous recombination;mitotic G2 DNA damage checkpoint signaling
TOPORS,GO8,GO:0006974;GO:0008630;GO:0042771;GO:0051457,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;maintenance of protein location in nucleus
TP53,GO8,GO:0006289;GO:0006974;GO:0030330;GO:0031571;GO:0042771,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic G1 DNA damage checkpoint signaling;nucleotide-excision repair"
TP53BP1,GO8,GO:0000077;GO:0006281;GO:0006303;GO:0006974;GO:0097680,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via classical nonhomologous end joining;double-strand break repair via nonhomologous end joining
TP63,GO8,GO:0006974;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
TP73,GO8,GO:0006298;GO:0006974;GO:0008630;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mismatch repair
TPR,GO8,GO:0005643;GO:0017056;GO:0044615,nuclear pore;nuclear pore nuclear basket;structural constituent of nuclear pore
TRA2A,GO8,GO:0005681,spliceosomal complex
TRA2B,GO8,GO:0005681,spliceosomal complex
TRADD,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
TRAF2,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
TRAF5,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
TRAF6,GO8,GO:0006974,DNA damage response
TRAIP,GO8,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
TRERF1,GO8,GO:0000118,histone deacetylase complex
TREX1,GO8,GO:0000077;GO:0006281;GO:0006298;GO:0006974;GO:0031571;GO:0043596;GO:1904161,DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA synthesis involved in UV-damage excision repair;mismatch repair;mitotic G1 DNA damage checkpoint signaling;nuclear replication fork
TREX2,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
TRIAP1,GO8,GO:0030330;GO:0031571,"DNA damage response, signal transduction by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
TRIM24,GO8,GO:0005726,perichromatin fibrils
TRIM28,GO8,GO:0006281;GO:0090575,DNA repair;RNA polymerase II transcription regulator complex
TRIM37,GO8,GO:0035098,ESC/E(Z) complex
TRIM39,GO8,GO:0007095,mitotic G2 DNA damage checkpoint signaling
TRIP12,GO8,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
TRIP13,GO8,GO:0006302,double-strand break repair
TRMT112,GO8,GO:0035097,histone methyltransferase complex
TRRAP,GO8,GO:0000812;GO:0033276;GO:0140861,DNA repair-dependent chromatin remodeling;Swr1 complex;transcription factor TFTC complex
TSEN15,GO8,GO:0000214,tRNA-intron endonuclease complex
TSEN2,GO8,GO:0000214,tRNA-intron endonuclease complex
TSEN34,GO8,GO:0000214,tRNA-intron endonuclease complex
TSEN54,GO8,GO:0000214,tRNA-intron endonuclease complex
TSSC4,GO8,GO:0005681;GO:0005682,spliceosomal complex;U5 snRNP
TTC5,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
TTF2,GO8,GO:0005681;GO:0006281;GO:0008023,DNA repair;spliceosomal complex;transcription elongation factor complex
TTN,GO8,GO:0000794,condensed nuclear chromosome
TUBG1,GO8,GO:0000794,condensed nuclear chromosome
TUFT1,GO8,GO:0005665,"RNA polymerase II, core complex"
TUT1,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
